
========== Episode 1 ==========
[00:00:21] 好考一下大。
[01:07:27] 九天是高的是吧？
[01:07:31] 天瑞星未代表医疗宗教是不是教育你
[01:07:38] 是不是一个柔弱的手跟是比较厉害的人，
[01:07:45] 一个柔弱又厉害的人是不是可能有观音的信息？
[01:07:51] 那么你可以可以摆让来供观音，但是观音又不管这个感情的，
[01:07:58] 不管感情的，么你可以再找其他的。
[01:08:02] 么供和和爱仙也可以，你还可以放一对鸳鸯，一对天鹅，
[01:08:09] 就是你要有个弯曲的这种信息，要么是个手，
[01:08:15] 要么是个脖子，共过这个东西，
[01:08:20] 然后在北面放一个鱼缸，
[01:08:25] 放鱼缸里面装上六条鱼。
[01:08:29] 好，然后你就告诉他，你听我的话，把这个东西摆上。
[01:08:39] 好。
[01:08:39] 摆上的话。
[01:08:44] 十天之内，最多两个星期，
[01:08:50] 这个女的就会出现。
[01:09:02] 怕你不来，你就保守一点，是不是？
[01:09:05] 你说出个桃花吃完之后，应该这方面会有增强是吧？
[01:09:11] 但是我也不保证是吧？
[01:09:17] 但是选择的时间就是子午时。
[01:09:21] 所以正常你看当九号来预测是虚的话，那么十号11号对吧？
[01:09:28] 你在11号的中午摆上这个东西是吧？
[01:09:33] 两周之内这个女的就会这你的桃花对象就会出现。
[01:09:40] 不能，摆风水的话。
[01:09:44] 不。
[01:09:45] 能多放，多放没用，放的越少能量。
[01:09:50] 越大。
[01:10:07] 但是你这个已经错过了。
[01:10:10] 一个局起初一个局要布局调理，
[01:10:13] 九天之内就要调理掉，九天之内没调理的话就不行了。
[01:10:20] 拿张纸把几个字写上有效果，你什么东西都有效果，你一个意念也有效果。
[01:10:26] 你在这里说这句话是不是？
[01:10:29] 你说天一更，这也有效果，无非就是你这个效果大还是小，是不是？
[01:10:35] 能面强还是弱，任何事情他都有效果。
[01:10:39] 有能量的你自己的能量不够是不是？
[01:10:43] 那你肯定的，你是每天都练咒是吧？
[01:10:46] 你的说话很有能量很有力量的，你就说话，你字写的很好是不是？
[01:10:51] 你会画符是不是？
[01:10:53] 你会书法，你能把你的情感把信息灌注到字中间去，
[01:10:57] 那你写字有效果，你跟我验的这个字跟狗刨一样的，是不是？
[01:11:04] 跟这就不行，所以我一般不画符是吧？
[01:11:12] The.
[01:11:19] 好，这种渠的你就是看那个这种就属于比较好的，所以没什么好说。
[01:11:25] 有的时候碰到这种局的话是无解的，就怎么看都怎么差，怎么看都怎么差，
[01:11:31] 这种是最头痛的，所以你不一定代表一个局要把医生都看完。
[01:11:41] 好，来下一个，我们现在开。
[01:11:44] 始新东西了。
[01:11:45] 感情暂时到这里。
[01:11:52] 刚才来看事业的。
[01:12:19] 远程男预测是女，问工作是发展是吧？
[01:12:24] 先后面我先不看，问哪个比较好好是不。
[01:12:30] 是甲实。
[01:12:31] 干是根。
[01:12:37] 你看这个局有没有像我们第一节课的那个案例新闻的第一节课的那那那一
[01:12:44] 条是不是好像一样的局？
[01:12:48] 时隔多年以后，看到一样的局说他是做什么，
[01:12:55] 我们像上节课的来来总结它是什么工作，
[01:13:00] 道路是不是市政工程、
[01:13:03] 园林景观艺术管道是不是这方面的工作？
[01:13:11] 跟土有关的是不是根金是不是金属的道路的阻隔的，
[01:13:18] 乙木艺术的是不是然后跟水的跟井内有关。
[01:13:24] 你看他做什么的，做手作陶艺、
[01:13:29] 银饰、留仪是不是也沾点边？
[01:13:34] 陶艺是不是九地？
[01:13:37] 银饰庚金金门是不是手工艺术品？
[01:13:58] 好，所以这种。
[01:13:59] 组合你要自。
[01:14:01] 己去组合，根据根根据对方的年龄？
[01:14:05] 身份气质来给人家给他锁定范围。
[01:14:10] 所以有的时候比如说你跟别人撞的话，那是什么呢？
[01:14:16] 你聊天的时候，你看别人的什么qq头像、名字，
[01:14:21] 是不是说话的这种语言语气方式，
[01:14:26] 是不是大概都能对方有个基本的定位，
[01:14:30] 然后再根据局你给他锁定是不是就更加精准了？
[01:14:35] 你像我这个，现在你们拿来去给我的话，我是任何东西都不知道。
[01:14:41] 所以这样的话就是可能还影响一定还影响一点点准确率度，
[01:14:47] 只能纯理论来来来那个啊嗯所以按说的话，
[01:14:52] 你们直接断的话，应该比我断的更好。
[01:14:55] 这点他的这个工作也对得上。
[01:15:02] 那么。
[01:15:03] 他的。
[01:15:04] 问题是工作是首座选择陶艺、
[01:15:10] 银饰、琉璃家具或哪一个比较好？
[01:15:14] 这个时候我们第一个是把他自己的情况分析出来，
[01:15:20] 要把陶艺、银饰、琉璃家具这几个东西分别都拿出来看。
[01:15:27] 所以昨天上节课也没的说，有客户来问我们，
[01:15:32] 找我们老学员来求策，两个事情让他来选择。
[01:15:36] 你没有给别人给出明确的答案，是不是？
[01:15:41] 我那个局我没看到，但是他跟我说，
[01:15:44] 那个局随便你随意看，都能看得出是一个好一个不好。
[01:15:47] 你要明确的给对方一个答复。
[01:15:50] 结果这个客户说，都无所谓，两个都挺好。
[01:15:53] 我也不知道你是真的没看出来了，还是在那个，
[01:15:56] 所以你像我不知道是不知道这个是哪一个同学的，
[01:16:00] 别人好像是说去银行还是去哪一个工作，
[01:16:04] 那个格局明显一看银行的工位是非常不好的。
[01:16:07] 他给别人的建议仍然是说收去银行也可以，
[01:16:11] 两个都无所谓，没有正面回答别人问题。
[01:16:15] 结果别人去了银行，去了银行被别人整死，然后别人给搞下来，
[01:16:21] 然后投诉过来局我还没看到，叶梅跟我说的，
[01:16:26] 所以我们给别预测肩负了很大的责任。
[01:16:33] 肩负了很。
[01:16:35] 大的责任。
[01:16:36] 在这个。
[01:16:37] 原来我上课的时候不，我还有有的时候在说，有的情况，
[01:16:44] 你说有的时候情况要掂量着说，把握着说，
[01:16:50] 结果断的时候，我不知不知道你们到底怎么断的。
[01:16:55] 这个方向就不说，总之就是你要认真仔细，
[01:16:60] 不太个人感情的来给对方进行分析，给出建议，最后让他来选择。
[01:17:12] 对，你们做策划，你没有说什么说死不说死的，
[01:17:17] 就是你对少别人的两个选择，你要把每一个选择的情况分析出来，是不是？
[01:17:25] 走向分析出来，让对方自己来选择。
[01:17:32] 好，我们来看这个格局。
[01:17:35] 首先他这个人只服人根，冲心见戟，
[01:17:39] 是一个非常有品牌意识的人，这个人也有执行力是不是？
[01:17:47] 而且能说会道聚能凯是不是？
[01:17:51] 能忽悠是吧？
[01:17:52] 但是梅林玄武我们不说忽悠是不是，我们只说这个人，有想法是不是？
[01:17:60] 虽然现在处在的位置还很低，砍工就代的低，泥工代表高，
[01:18:06] 处在还的起步阶段，但是他是一个有心把格局做大的人，对不对？
[01:18:13] 你首先这样给他夸一句，然后说了你的工作室，
[01:18:18] 这个事情生你的话是不是其实你要做的还比较顺心。
[01:18:25] 但是井门门破了，井门是代表什么？
[01:18:29] 代表风景，风景是给别人看的。
[01:18:33] 所以景民也代表传播。
[01:18:36] 景门代表广告。
[01:18:37] 井门上出了问题了，又离了个九地，广告宣传不到位。
[01:18:43] 就是你这工作室没人知道是吧？
[01:18:46] 虽然你那个小活干的很滋润，
[01:18:48] 但是你的这个工作室的名气不如你个人的名气好，是不是？
[01:18:54] 你说前景你也可以，前景比较低迷，进酒地，你就综合往综合分析。
[01:19:04] 是不是好？
[01:19:05] 么他现在问的问题你就不用说多了。
[01:19:09] 回到他来，他说陶艺银是琉璃家庭哪一个比较好？
[01:19:14] 这个时候我们就一。
[01:19:16] 个一个来了。
[01:19:17] 陶艺是什么？
[01:19:18] 陶艺选用时要选什么？
[01:19:23] 桃是。
[01:19:24] 个土。
[01:19:26] 你不你选D桃的话，你选戊己土。
[01:19:32] 这中间。
[01:19:33] 的话选戊土还是选己土。
[01:19:39] 好，第一个，这就逃逸。
[01:19:52] 银。
[01:19:52] 饰？
[01:19:55] 银市是。
[01:19:56] 个新兵。
[01:19:58] 这就银市就这么悬是吧？
[01:20:04] 牛皮？
[01:20:10] 刘迪什么样子的，流离水的样子。
[01:20:16] 人归水。
[01:20:23] 好。
[01:20:24] 加具。
[01:20:28] 家具看什么家具布一定布的，也有可能是金的。
[01:20:36] 家具都是摆在地上的。
[01:20:39] 我们看九弟，而且跟加乙就代表床，根是个板子，你就是个床，
[01:20:46] 所以你看他做的是不是就家具，他做的事情是以家具为主的。
[01:20:53] 现在。
[01:20:56] 那木质家具小。
[01:20:59] 的玩的这。
[01:21:01] 你看是不是这个局衡符合他。
[01:21:05] 的情况。
[01:21:08] 好，那么在这一阶你看逃逸我们第一个分析。
[01:21:13] 首先第一个我们要选择哪一个？
[01:21:16] 好的话是不是优先选择生我的我克的。
[01:21:24] 再次比合的不选是不是？
[01:21:31] 我生刻我的那不是很简单，
[01:21:36] 陶艺和银饰第一个是我生的，做起来非常费劲，是不是？
[01:21:41] 这个陶艺的话，您空忙跟陶做陶艺根本就做不了，是不是？
[01:21:48] 你说我们做逃艺这个东西基本不靠谱，是不是？
[01:21:51] 现里就能打赌，你压根就不会去做逃逸，都不要说怎么那个。
[01:21:58] 了啊啊。
[01:21:59] 因为别人做的不错是吧？
[01:22:03] 你说你放心的大胆的去做，你保证做不了逃逸。
[01:22:13] 银饰能不能做还有可能，但是银是您的六合，
[01:22:17] 就是你做银饰的话，你一个人干不了，你要多人合作是不是？
[01:22:24] 你还要重新去找货源，重新找销售、找渠道。
[01:22:29] 做银饰东西你做的比较累，而且尤其主要是上下衔接的环节太多。
[01:22:37] 这种他做做这种小东西的话，合同就不重要了。
[01:22:43] 大的事情，有的时他涉及合同比较重要，
[01:22:47] 他这种事情就自己做个手工购房，有什么合同的？
[01:22:53] 所以他应该涉及到整个工艺，从设计选材、进货、
[01:22:59] 制造加工到销售，整条线路上面设计的各种环节太多，变数太大，
[01:23:06] 做的非常的累，弄起来倒是是疲于奔命，而且效益还不太好。
[01:23:14] 工会生科当然要看。
[01:23:16] 是不是这一工。
[01:23:18] 会生科都已经看都结合在一起逛了，
[01:23:23] 所以这点才给它抛。
[01:23:26] 除掉是吧？
[01:23:27] 然后再说家具，家具这个是生态的。
[01:23:36] 好，但是宣传不够，也就是说他做家具做不出名气，
[01:23:42] 只能是说你自己做的还比较顺手。
[01:23:47] 但是做正儿八经的家具名宣传打不开。
[01:23:53] 做琉璃跟做陶艺一样的，你压根就做不起来，是不是？
[01:24:01] 这样的话我们就分析的话，
[01:24:04] 你选择的话还是在考虑往家具方面入手。
[01:24:09] 听懂了没有？
[01:24:12] 这么。
[01:24:13] 个段。
[01:24:20] 好，那么我们再进一步分析。
[01:24:22] 有的时候是客户给你设定的。
[01:24:25] 但是当你对客户情况了解到一定程度了，就是你已经断过了客户反馈了。
[01:24:32] 这个时候你要根据你的阅历，根据你的局面来给客户一些他没有想到的东西。
[01:24:40] 那么我们就肯定要帮它想想，因为你就算周家去也不是太好，
[01:24:45] 毕竟几个有问题，只是相比来说四个是最好的。
[01:24:48] 那我们再翻一圈，看看这中间是不是乙木也挺好，
[01:24:54] 是不是就这两个功率是比较不错的，最好的实际上是离工。
[01:24:59] 所以即使他没有问，你也要尽量去分析迷宫到底是个什么东西。
[01:25:05] 你就告诉他其实你是不是做过什么东西，但这个东西你说不清楚，
[01:25:11] 说不清楚的话，你就跟他描述，这个东西白虎做盆栽。
[01:25:18] 你总要有个生。
[01:25:21] 门你用个白虎，
[01:25:27] 白虎是什么格局，什么情况？
[01:25:33] 过硬的牛逼的是吧？
[01:25:35] 你首先做个牛逼的。
[01:25:44] 好乙木呢。
[01:25:50] 首先它已经设定在艺术了，我们就把它艺术来弯曲。
[01:25:58] 职物是吧？
[01:26:02] 也职物也有小件，
[01:26:06] 对，小件，艺术的小件。
[01:26:13] 己的。
[01:26:15] 己是土。
[01:26:17] 是吧？
[01:26:18] 还有什么？
[01:26:23] 己是土的，陶土的，
[01:26:28] 陶的，还有创意的。
[01:26:36] 好，这个。
[01:26:38] 柱。
[01:26:39] 和商柱是什么？
[01:26:42] 柱状着竖着的，柱状的东西不一般，
[01:26:48] 都是摆着的，直直的东西。
[01:26:60] 伤门伤门加上白。
[01:27:02] 虎还有个根筋。
[01:27:04] 大家注意，商门的话一般代表主动进攻，主动出击。
[01:27:10] 所以商门其实像哪些东西是主动的？
[01:27:16] 车船、飞机，这是属于什门的？
[01:27:22] 那么看起来凶猛的是不是攻击性的
[01:27:30] 吓唬人的这是伤门。
[01:27:33] 好，伤门和跟茎的侧点差不多。
[01:27:38] 所以你看这几遍的话，你不放在一起的话，你可以考虑做什么呢？
[01:27:44] 这个时候你不一定把这东西告诉他，因为你自己也不知道，
[01:27:49] 但是你可以把整个情况描述给他，然后让他自己去想，
[01:27:53] 让他自己去去比对，符合这个情况的他能做什么。
[01:27:58] 对，你看车载艺术品这也可以，你可以放做一个，
[01:28:02] 你看白骨跟茎加上门，这三点信息放在一起就跟车有关。
[01:28:07] 你可以放个跟车有关的，下面是一个土的或者一个陶的东西，
[01:28:13] 上面是一个直的，是柱着上去的，但是又有一点弯曲的艺术东西是吧？
[01:28:19] 这也可以，或者你可以做一个，这东方不太大是吧？
[01:28:24] 你可以做了一积木车挂是吧？
[01:28:27] 这不错。
[01:28:38] 车载太阳能花盆，太阳能花盆你得有饼是吧？
[01:28:42] 没有饼你怎么算？
[01:28:46] 金属小雕塑的话亦不确定。
[01:28:53] 听明白没有？
[01:28:54] 那么这个东西的话，咱们可能不一定想得出来。
[01:28:60] 但是你把这个东西告诉他，然后让他精准定位，专门去做，这种范围越小越好。
[01:29:07] 那么他做的越轻松，做的越好好，但是赚不赚钱呢？
[01:29:13] 离工怎么克市主公务员是市主克离工公务员。
[01:29:20] 市主克理工说明这个事情他做的很轻松，
[01:29:26] 他干这个事情的。
[01:29:28] 话游刃有余。
[01:29:35] 只有这一条路是最好的，但是赚不赚钱呢？
[01:29:41] 做的好也不代表赚钱。
[01:29:43] 事业的话就是这样子的，个人的能力，实干他代表做的事情，
[01:29:50] 实干代表他做的事情大的方向，但是我们可以转换，
[01:29:56] 我们现在把这个当做实干，具体事情给它策划掉。
[01:30:00] 五好，最后他能不能赚钱，看这个钱入目？
[01:30:07] 赚不到钱。
[01:30:11] 赚不到钱，你看九天物价饼，那么看他一格就他自己您的制服，
[01:30:19] 他自己做的一个东西，是不是都想贴自己的牌。
[01:30:24] 他想给他起一个非常牛逼的名字，
[01:30:27] 然后他的每一件产品都用他的这个名字，恨不得都每一个都那个是吧？
[01:30:35] 但是他这样做实际上并不是最重要的，他应该怎么样呢？
[01:30:41] 他这种在。
[01:30:42] 企业策划中间是这样子，他的事情锁定在迷宫，
[01:30:47] 迷宫的特点不是民，而是白虎。
[01:30:50] 白虎是什么呢？
[01:30:52] 白虎是强的，厉害的、牛逼的。
[01:30:55] 所以你这个东西起不起名字是无所谓的，
[01:30:59] 关键你得保证你个东西确实牛逼，但是你自己你那个支付很重要，
[01:31:06] 所以你应该是做个非常牛逼的东西，然后到处说这是我某某某做的，
[01:31:12] 你说的是在打来八着打自己的招牌，打自己这个名字来做招牌。
[01:31:18] 他有的人就是可能自己另外起一个商标，但是不离效果好。
[01:31:23] 所以像他这种，比如说我说王爱麻子手工店，
[01:31:28] 王爱麻子出品是不是无一无二是不是？
[01:31:33] 你用他自己的名字来定位，更容易做出成绩。
[01:31:37] 包装这不行是吧？
[01:31:40] 卖不起价，所以只能慢慢来。
[01:31:44] 这就是什么属于是能力也强，事情也做的好，但是财运没到，暂时挣不了钱。
[01:31:52] 我怎么写字不行了。
[01:31:54] 好，同学们，今天就到这里。
[01:32:10] 好，有没有什么问题？
[01:32:16] 事业上还有一些问题，能调理吗？
[01:32:20] 可以，但是这种开工作室的是吧，又注册商标的，
[01:32:24] 我肯定得那个，肯定要封水看一下。
[01:32:40] 今天这个时间不够了，就不再讲区的，有问题的发到小组里面，在小组里讨论。
[01:32:49] 还有一个情况，跟大家再商量一下，
[01:32:53] 咱们现在就是推进这个小组制度，然后小组长来辅导大家。
[01:32:59] 当时也是也就是希望让每个人都能学好，
[01:33:04] 但现在也出现了一些问题，就是说这个辅导内容不统一。
[01:33:10] 所以我们考虑在后面高级的时候，
[01:33:15] 我们会选出优秀辅导员来统一给大家上课。
[01:33:19] 那么辅导员上课的话肯定会比我上的更加高级。
[01:33:24] 因为我来上课的话基本上是这样子的，
[01:33:29] 我只讲基本的东西，有一些高级的技巧。

========== Episode 4 ==========
[00:00:00] 不讲，但是辅导员他们知道的话，他们会愿意讲。
[00:00:09] 所以的话没有关系，你们最关键就是怎么呢？
[00:00:14] 有问题你不要随便的就在微信里面问。
[00:00:17] 因为第一个微信里面打字不方便。
[00:00:20] 第二个的话，你这个事情你一问马上就过去了也没有存档，也没有留。
[00:00:25] 有可能你自己都没看了也有可能很多同学都没有看到。
[00:00:30] 所以你但凡是有问题或者有局要分析，首先第一个你应该发到小组里面，
[00:00:36] 发到论坛上，这样的话就是这上面有记录，大家都会来分析。
[00:00:41] 然后我们会有官方的辅导员，包括我自己有可能会跟你们来分析。
[00:00:47] 如果在分析的过程中间，这个局确实出现一些问题的，
[00:00:52] 发现很多人都都不懂的，我们会把这个局，包括他中间的一些思路单独拿出来。
[00:00:59] 开课，扩制上，主到这个点com这个小组里，
[00:01:04] 所以你们尽量要在小组上留下东西，
[00:01:09] 也看别人留的东西，这样的话进步是最快的。
[00:01:13] 在小组上好处就是说你的放你的说的每一句话，
[00:01:18] 你不是说不不过老子就这么回事，
[00:01:22] 因为你发的话是始终留在这个地方的，从心态上来说，
[00:01:28] 你都会认真的分析，想清楚了然后才会说这句话。
[00:01:33] 这样的话你在面对这个局的时候，
[00:01:37] 你的精力更加投入，那么你获得的收益也会更多。
[00:01:43] 同样你在微信里同样的东西，哪怕我给你讲的更详细，你的吸收量会也会更少。
[00:01:50] 所以学习这东西不是别人给你灌输多少，是你能吸收多少，
[00:01:55] 保证一个什么样的一个状态，好，今天就到这里，今天这个局大家分析一下。
[00:02:03] 明天的话是因为周三不上课，
[00:02:06] 所以大家看一下回顾一下现在
[00:02:14] 的课程。
[00:02:15] 明天的话是因为这个夏至，所以练功，包括辟谷。
[00:02:21] 参加这个辟谷班的同学注意明天早上就不要吃饭了。
[00:02:30] 好，同学们，就这样，注游也上，
[00:02:36] 驻游的同学的话也可以参加比武，能喝水，
[00:02:40] 但是一天的话一般不超过两瓶矿泉水。
[00:03:08] 我说的是个大厅的。
[00:03:23] 就是你你不要死命惯，
[00:03:26] 正常喝水就行了，喝水不能大口喝。
[00:03:35] 不要加其他东西。
[00:03:39] 好，这个辟谷最关键的就是采气。
[00:03:43] 采气的有很多种方法，
[00:03:45] 但是一般的采气的方法比起我们的和气法来说都要低级很多，
[00:03:51] 所以和气法是个最高级的采气方法。
[00:03:54] 大家就是增加念合气法就好了。
[00:04:12] 晚上不要吃太多，也不要再不要吃宵夜了。
[00:04:22] 好，水果也不要吃，你也无你要试也无所谓，
[00:04:27] 反正要求也不太高。
[00:04:30] 全币的话只喝水什么都不合适。
[00:04:34] 棒币的话吃水果。
[00:04:37] 但是你们有的辟谷了之后，跟我们有次去山上，
[00:04:43] 然后他说了师傅生日是吧，大家辟谷是吧？
[00:04:47] 不吃饭，妈，结果过去的看那桌子上那个水果堆满了，从早到晚吃水果，
[00:04:55] 吃的比平时还多，水果就看到们没停过，
[00:04:60] 你要真的想有效果，真的达到闭口的效果。
[00:05:04] 你就什么都。
[00:05:05] 不不吃。
[00:05:16] 好。
[00:05:17] 那就这样。
[00:05:24] 我们暂时是定到3到7天。
[00:05:27] 根据大家的情况，短的一般来说53天到5天，
[00:05:32] 这都不叫闭谷，叫断食，七天以上才叫闭谷。
[00:05:47] 你们可以这样子的，有兴趣的明天第一天，
[00:05:51] 能坚持的话来个三天，我们也不做要求，好不好？
[00:05:56] 能坚持到那个的话，搞个七天，
[00:05:60] 搞个那个原来反正一年必估两次，但是最近两年没有闭估了。
[00:06:11] 不影响正常。
[00:06:13] 的工作。
[00:06:20] 感冒也不影响的，也可以，辟谷的感冒就好了，辟谷尤其治胃病效果最好。
[00:06:28] 好，饿了同学们再见。
[00:06:36] Okay.
[00:06:41] 我要自己闭，我们是有练功的。
[00:06:44] 好，就这样，拜拜。

========== Episode 5 ==========
[00:00:00] 想念好好，我们现在进入正题。
[00:00:04] 今天我们来上一节阴盘遁甲的相义指导课。
[00:00:11] 这节课我们主要来解决两个问题，在断绝的过程当中，
[00:00:19] 很多同学不知道相义是怎么出来的，
[00:00:23] 比如说知道物是钱，但是却不知道为什么物是钱，是不是？
[00:00:30] 还有一个就是欣然老师已经给大家把相机都打出来了，
[00:00:36] 然后总结的非常清晰，但是很多同学仍然是记不住，有些同学背下来了。
[00:00:42] 但是在断局的过程当中，却不知道该如何去运用。
[00:00:46] 现在这两个问题是不是困扰大家最严重的两个问题呢？
[00:00:58] 好，看来果然如此。
[00:00:60] 好，那么这节课我们就集中来解决掉这两个问题。
[00:01:06] 好，首先让我们来说一说何为相义。
[00:01:11] 大家理解什么叫相义呢？
[00:01:13] 请你把你的理解打在屏幕上好吗？
[00:01:17] 我们来分享一下。
[00:01:24] 美什么叫相意？
[00:01:26] 有同学说是符号，还有吗？
[00:01:29] 有没有其他不同的理解？
[00:01:32] 是字的代表，是象形是字的意思。
[00:01:40] 像什么好，沃凡说他是本意和隐身意有具体的形象，
[00:01:46] 相和意分为两个方面，很好，大家说的都不错。
[00:01:51] 很多同学都说这个象意其实是字的意思。
[00:01:55] 好，我们来看一看，那么什么是向意？
[00:01:59] 向意就是用两个或两个以上的字合起来表示一个新的含义的造字法。
[00:02:07] 大家说的都没有错，
[00:02:09] 那么这个象意从它的根意本意上来讲，它就是一种造字法。
[00:02:15] 在汉书译文志当中就说到了六书为象形象事，
[00:02:20] 向意象生转注，假借造字之本也好。
[00:02:23] 有的同学不太理解这是什么意思，这就是六种造字法，
[00:02:29] 那么其他的几种我们不必管它是什么意思。
[00:02:34] 在这里岩石古曾经注到说相义及会意，也就像同学们说的，
[00:02:40] 是他的意思，是他的本意，或者是引身意为类比合意，一见指挥。
[00:02:47] 后面这句话什么意思呢？
[00:02:50] 比类合意，就是说我通过一个字，我想到了另一个字，
[00:02:55] 把另外两个字组合在一起，合在一起成为了一个新的意思。
[00:03:02] 这个以它是易的一体字，它以成为一个新的意思，
[00:03:07] 那么我们就可以用它来指更多的我们无法描述出来的事物。
[00:03:14] 那么后边以见指挥这个字读挥，指挥是什么意思？
[00:03:19] 指挥就是解释，
[00:03:21] 所以我们古代造字它的字是有限的当我们在发现了一个新的事物，
[00:03:28] 我们不知道该如何去描述它的时候怎么办呢？
[00:03:33] 我们把两个字加在一起，把它的意思重合，那么它就诞生了一个新的意思。
[00:03:40] 好，这就是要向意的根意。
[00:03:43] 好，下边我们来活动一下我们的大脑，我们来做一个想象力的小游戏。
[00:03:50] 好在我们出生之前，我们就是这个样子的。
[00:03:55] 你看它像一个什么？
[00:03:58] 好，请大家打出来。
[00:04:00] 你看它像一个什么？
[00:04:02] 像一个红领巾、红色小蝌蚪，像一个钥匙，
[00:04:07] 像个钉，像逗号说什么的都有。
[00:04:10] 好，我们看一看，你看上面这个圆是不是我们的头？
[00:04:16] 下面是一条尾巴，有同学像个小蝌蚪？
[00:04:20] 我们在母体当中的时候刚刚发育出来，是不是先头先发育，
[00:04:26] 四肢都还没有长出来，就是这个样这样一个样子，是不是？
[00:04:31] 有一个小尾巴，好，慢慢我们就长出了四肢，是不是？
[00:04:37] 好，我们就看这个，
[00:04:39] 你看见他你能想象到什么字，它像什么字。
[00:04:47] 你看他像不像我们学的陈巳五位的四字。
[00:04:56] 是不是很香？
[00:04:58] 好。
[00:04:59] 这个字其实就是四字最本初的样子，象形字四字。
[00:05:06] 好，我们现在来说一说，
[00:05:09] 四我们现在已经知道了这个四就是我们人体刚刚有型
[00:05:17] 的样子，
[00:05:18] 也就是有了阳气的时候刚刚成型是四好，四是什么时间？
[00:05:26] 大家还记得吗？
[00:05:31] 四是什么时间？
[00:05:33] 在9点到11点。
[00:05:35] 好，这个时候阳气是不是慢慢的在上升，阳气慢慢在上升。
[00:05:43] 从子时开始开始有阳气，到了9点到11点的时候，阳气慢慢在上升。
[00:05:50] 好，那我们作为人的雏形就出现了。
[00:05:54] 好，这个就是我们刚刚出生，就是一个小孩子。
[00:06:00] 好，如果我在旁边再加一个女，这是。
[00:06:06] 什么字？
[00:06:12] 这是妃，我们把这个去掉是吧？
[00:06:15] 有一点点不同，这是妃。
[00:06:17] 那么妃子的妃是什么意思呢？
[00:06:19] 是不是能生小孩子的女人就叫做妃？
[00:06:26] 好在原来我们并不知道这个非该怎么表示他。
[00:06:34] 但是我们知道了小孩子，知道了可以生小孩子的女人，
[00:06:40] 我们把它加在一起是不是就是妃子的含义？
[00:06:45] 好，我们再看一个字。
[00:06:51] Hey谢，好。
[00:06:59] 这是。
[00:07:01] 什么？
[00:07:06] 祭祀的祀好，为什么祭祀的祀是这样呢？
[00:07:12] 你看它的左边是不是一个祭台，
[00:07:17] 下边是一个桌子，对吗？
[00:07:21] 在桌子上摆上一点东西，表示向老天的敬意是吧？
[00:07:28] 那我们祭祀的时候要把什么摆上呢？
[00:07:35] 把什么摆上？
[00:07:37] 孩子对祭。
[00:07:38] 品在最原始的祭祀的时候，祭品往往就是这些。
[00:07:46] 小孩子我们学过这个叫什么河伯，
[00:07:53] 西游记是不是？
[00:07:55] 西游记当中有一集就是这样的明吧，还有西门豹，还有印象吗？
[00:08:00] 小的时候学过这个课本吗？
[00:08:03] 西门豹是不是在祭河神的时候，就祭祀小孩子？
[00:08:12] 好，童男童女好，你看是不是？
[00:08:15] 随着人类对于这个世界认识的不断扩张，
[00:08:20] 所以他们就要用更多的文字去描述它，
[00:08:24] 所以不断的叠加两个叠在一起它就有了新的含义。
[00:08:30] 好，我们再把它稍微变一下，看看大家能不能认识。
[00:08:36] 随着他的慢慢长大，他长出了四肢，长出了手。
[00:08:43] 那你觉得这个字是什么呢？
[00:08:51] 呆吗？
[00:08:52] 呆下面还有两只手，一会儿我们会讲到呆。
[00:08:57] 好，这是子是不是很像子？
[00:09:01] 好，一会儿我们讲呆，
[00:09:03] 这个子好子是不是这个小孩子发育慢慢长出了脚手，长出了手。
[00:09:11] 好，那你再看一个字，我给你画一下，看你能不能猜出这是什么。
[00:09:23] 好，你觉得这是什么字？
[00:09:30] 很好，这是孔孔这是孔字。
[00:09:35] 好，孔字原来是什么意思呢？
[00:09:38] 你看看这是一个小孩子，对吧？
[00:09:41] 那么这边有一个凸起，这边还有一个大的凸起，是不是？
[00:09:49] 好，他在干嘛？
[00:09:51] 这个小孩子能够猜到吗？
[00:09:56] 他在干嘛？
[00:09:58] 对他在喝奶很好。
[00:10:01] 那么孔最原始是什么意思呢？
[00:10:05] 一个说是小孩子的孔是不是孔？
[00:10:09] 另外还有的说是乳头上的小孔。
[00:10:13] 好，我如果在上面再加一点东西，
[00:10:19] 这是一个手，能看到吗？
[00:10:22] 这是一个手，那就变成什么字了呢？
[00:10:31] 好，发挥你们的想象力。
[00:10:34] 这就变上什么字。
[00:10:37] 钱吗？
[00:10:42] 看起来向前。
[00:10:46] 对，它是乳氢油价来了，它是乳，乳的上边就是一个手。
[00:10:53] 那么它乳的是什么意思呢？
[00:10:57] 你看乳就是用手扶正小孩子的头，
[00:11:02] 把他摁到这里吃奶，是不是哺乳？
[00:11:12] 好，大家明白了吧？
[00:11:13] 好，刚才有同学说这个字是呆。
[00:11:16] 呆是什么？
[00:11:17] 你看呆这是一个小孩子，这边有一只手托着他，
[00:11:22] 这边有一只手托着他是把它举起来的样子，是不是？
[00:11:26] 所以这是呆难吗？
[00:11:32] 能不能跟上这个思路？
[00:11:35] 这对你后边理解向力，对发挥想象力非常重要。
[00:11:41] 好，你看这是一个子孩子对吧？
[00:11:46] 一个头手躯干，左边一个手，
[00:11:50] 右边一个手，把它举起来，是不是保护它？
[00:11:55] 好，那么这个呆是什么意思呢？
