
========== 绗?1 闆?==========
[00:00:21] 好考一下大。
[00:56:01] 所以你发你看见别人那皇帝的话，
[00:56:06] 通常可能会把他的妹妹送给武将，
[00:56:10] 或者是说给他的敌人送去和亲。
[00:56:17] 知道吗？
[00:56:21] 合婚你看。
[00:56:23] 这个斧头可。
[00:56:24] 以砍树，但是斧头能不能砍草？
[00:56:29] 砍草是不是砍不动？
[00:56:32] 你砍树不是缠着去缠着的。
[00:56:37] 所以这个银木就是草，它会把这个根茎给它合住，给它缠住。
[00:56:45] 所以你发现那种有这种人是不是很野蛮很粗暴，
[00:56:51] 是不是在外面的话非常的彪悍凶悍，
[00:56:55] 偏偏回家对他的这个温柔的老婆百依百顺，
[00:56:59] 是不是越是在外面凶的人越是对老婆好啊。
[00:57:08] 哎呀，通常来说，对老婆凶的人在外面都很怂。
[00:57:21] 好，这种关系理解。
[00:57:28] 好，这个甲来想要报仇是不是？
[00:57:31] 他先把他的妹妹合住，他然后说你小子等着是不是？
[00:57:36] 等我把孩子生出来再找你报仇。
[00:57:39] 啪啪生了一个丙克丁，木生火是不是？
[00:57:43] 丙克丁是克庚金的？
[00:57:46] 就这样就来了，是不是？
[00:57:49] 好，那你看这个饼丙的话是什么样子的？
[00:57:57] 我们通的丙是太阳，是不是很热情，是不是？
[00:58:02] 丙的话是代表有能量。
[00:58:05] 我们现在通常说什么样。
[00:58:08] 的人有能量。
[00:58:10] 喝了红酒的人有能量？
[00:58:13] 通常说当官的人有能量，就是有权利的人有能量，是不是？
[00:58:19] 通说你这个人很有能量，其实也就是说明你白道混的很好，
[00:58:26] 所以这个饼的话也代权柄？
[00:58:31] 以这个字。
[00:58:35] 还有什么呢？
[00:58:36] 印章当官的管的是不是就这个命呢？
[00:58:40] 管的就是个章。
[00:58:42] 看并就这方面，对这个情况，
[00:58:48] 好丙就找到了这个心。
[00:58:54] 所以你看很多当官的习惯包养不同
[00:59:01] 的这个。
[00:59:05] 女人是。
[00:59:06] 不是？
[00:59:07] 那心。
[00:59:08] 是什么特点呢？
[00:59:11] 心他每天都很有新意，经常会让这个饼感觉到自己的不一样。
[00:59:18] 只有这样的话，这个饼才不会厌倦这个心，是不是？
[00:59:23] 如果是丙的话，如果配一个老是就是30年不变的这样的一个人的话，
[00:59:30] 他就很容易厌倦。
[00:59:32] 因为他这个丙的话，他的性格就是来的快去的快。
[00:59:40] 所以你要时时刻刻让他有心意，这两种才会融易在一起。
[00:59:46] 所以假如说你的对象他是个饼的话，你就要学会经常给他一些新鲜感。
[00:59:53] 那么对于心来说，一个经常善变的人，不管是男人还是女人，
[01:00:01] 他通常来说一个人如果很善变的话，
[01:00:05] 经常来说内心是缺乏一点安全感的。
[01:00:11] 那么他更需要一个有实力的人给他成交，
[01:00:15] 他需要找到安全感，所以新的人是比较缺乏安全感的。
[01:00:20] 那么他跟丙相对来说又配的比较好好，那你再看丁丁这个性格。
[01:00:28] 就很那个了。
[01:00:30] 丁是甲是不是？
[01:00:31] 现在是比如说可以像假的女儿是不是？
[01:00:36] 丁的话就很小公主，是不是？
[01:00:39] 她有点公主病，很爱计较是不是，
[01:00:43] 又很尖锐，什么事情都直来直去是不是？
[01:00:47] 啊呀有个姑娘她有一些任性是不是？
[01:00:52] 她还有一些娇羞是吧？
[01:00:58] 好，那你说像这种人的话，
[01:01:02] 是不是一帮的男人都受不了太直了，是不是？
[01:01:07] 那么像丙的丁这种都是比较容易吵架的那他找个什么的人
[01:01:15] 是最合适的呢？
[01:01:16] 找个学者型的智慧的男人，
[01:01:20] 讲个人水壬水是不是水的话就代表智慧，代表聪明。
[01:01:26] 所以你看经常是把公主嫁给了状元，是不是招驸马是不是？
[01:01:33] 然后他是搞学术研究的话，
[01:01:36] 他他一般来说对于这种小的脾气的话，他比较包容，比较容忍。
[01:01:43] 你那个钉子钉在树上，是不是钉在木上，钉在土上，
[01:01:48] 钉在钉上，钉上就是个洞，是不是互相伤害？
[01:01:52] 那个钉子钉在水里面给它融进去的。
[01:01:55] 会发现好，人这种性格又是有些不拘小节的，心中也是大大咧咧的，是不是？
[01:02:03] 那么他就很容易怎么样，很容易很多细节做不到位，
[01:02:09] 那么他跟丁两个人一配合相对来说比较好好，
[01:02:13] 那名是害物和鬼，这物就是谁？
[01:02:18] 物是土豪是不是？
[01:02:23] 是啊财主是不是？
[01:02:25] 那么土豪的话通常有钱想找个
[01:02:33] 什么样的，
[01:02:35] 想找一个比较有这种文化气息的
[01:02:43] 文艺缕青莲。
[01:02:47] 是啊，这样的话就显得他比较有品位，是不是？
[01:02:55] 所以你看那个癸水也又是反过来？
[01:02:60] 所以你看越是那种说起来就是说呃淡泊民意，
[01:03:04] 是不是在经常无动呻吟的，越容易怎么样？
[01:03:10] 越想找个有钱人？
[01:03:14] 物轨之合，那么这几种凑合到一起，你看甲代表什么呢？
[01:03:20] 按男人来说，按乙阳干来说，
[01:03:23] 甲代表明名代表。
[01:03:29] 权。
[01:03:32] 物代表。
[01:03:35] 财。
[01:03:36] 根代表什么？
[01:03:40] 代表。
[01:03:41] 武力，人代表智。
[01:03:45] 是不上基本上包含了这个社会上主要的5种东西，
[01:03:52] 能求的话不就是求这几样吗？
[01:03:55] 对不对？
[01:03:56] 很多人有的么一想求名，有的要利，
[01:03:59] 有的要钱，钱利一回事，有的要权是不是？
[01:04:06] 有的想当黑社会老大？
[01:04:09] 有的想在这个学术上是不是有成就，不同的特点他会找不同的人？
[01:04:18] 那么这五种组合在一起相配，这叫正合。
[01:04:25] 理解吧。
[01:04:27] 听得懂吧。
[01:04:34] 不要不要就是讲了之后，你们就自己跟自己的八字去对。
[01:04:41] 你对的也无所谓，这个只是一种关系，我们把它放到你的八字中间，
[01:04:48] 只是为了方便你记忆，
[01:04:51] 实际上真正的下结论的话是比较严谨的，远比这个要复杂。
[01:04:57] 好，那么你看这个下面是天干相冲，大概记一下就行了。
[01:05:04] 那么他看天干相冲己会不会是吃货？
[01:05:08] 非常对，己也代表吃货，天干相冲中间是不是缺少了物？
[01:05:14] 己就是土没有参与进来。
[01:05:17] 所以我们其实看为什么，因为物体比较老实，
[01:05:22] 是不是就是土它克水的话水是不减少的，
[01:05:29] 戊去克土的话木也不减少了。
[01:05:32] 它比较它包容性比较强，所以它冲击力不这么大。
[01:05:38] 你像金克木的话，木头是不是受了伤害砍断了，
[01:05:44] 水克火的话，水是不是浇灭了，它是互相伤害。
[01:05:48] 所以这个木土的话冲不那么冲，你就这么理解了。
[01:05:54] 好，现在对于这个天干这篇先到这里，
[01:05:57] 那么现在来讲天干总共这十个天干跟12个地支他们组合起来的话，
[01:06:05] 一般是怎么组合的呢？
[01:06:07] 就涉及到这60块。
[01:06:09] 大家知道，因为我们说12年一个循环的话，
[01:06:13] 就是光说这个十二生肖其实还不严谨。
[01:06:18] 正常来说的话是把十个天干跟12个地支相配。
[01:06:22] 那么第一个天干是甲，第一个地支是子，那么就配出甲子，
[01:06:28] 这就是第二个天干跟第二个地支配出乙丑。
[01:06:33] 我知道天干十个，它的阴阳顺序是第一个是阳，
[01:06:37] 第二个阴，第三个阳，第四个阴就是阴阳阳转不来。
[01:06:42] 这个地支跟天干一样的，第一个子是阳，
[01:06:45] 第二个丑是阴，第三个也是阳，也是阴阳起的。
[01:06:51] 那么汤这样配的话，就只会出现一种情况，就是阳干配阳支，阴干配阴支。
[01:06:58] 因为两个都是偶数，而且都是阳阴的顺序，所以肯定是第一个阳配的。
[01:07:05] 第一个地支的阳，第二个是应该配出应支，
[01:07:10] 所以总共配的话是十个天干跟12个地支。
[01:07:14] 那么组合能组合出多少来？
[01:07:17] 就是10和12的1个最小公倍数，总共就是60，
[01:07:23] 所以这配数叫六十花甲数。
[01:07:26] 怎么配的？
[01:07:27] 你看十个天干配12个地支。
[01:07:30] 好，甲子、乙丑、丙丁丁卯把配到这个酉的话，是不是第十个地支了？
[01:07:37] 天干已经配完了，地支只配了十个，还多出两个，没有配完怎么办？
[01:07:44] 不能不管是不是，那没有办法辛苦一下，
[01:07:48] 天干再拉出这个地支再重新配一次。
[01:07:52] 好，那么把地支配了之后，然后又重复配对，再重物非，最后配到癸亥。
[01:07:59] 癸的话是最后一个天干，亥是最后一个地支。
[01:08:04] 这样的话就是配了60次之后，终于配了一个循环，癸亥在后面又是甲子了，
[01:08:11] 那么这样就配出了60个，我们用来计时即年，
[01:08:16] 通常来说严格来说都是用的是六十花夹子。
[01:08:21] 因为你们不知道让外面有些麻烦，
[01:08:25] 所以一般来说说这个年份都只讲抵支。
[01:08:30] 听听明白没有？
[01:08:32] 这个花这六十花甲子是怎么回事吗？
[01:08:39] 听懂了。
[01:08:43] 好，六十花甲子它就中间还有一个知识点。
[01:08:54] 就是六十甲。
[01:08:57] 子钠银表。
[01:08:59] 好，这个一般来说我们用纳音论命的话，其实也是逗论。
[01:09:05] 但是一般来说跟市面上看都是看连干好啊，看年枝，
[01:09:11] 不是看年柱，年柱我讲一下这个干支柱的意思。
[01:09:17] 好，请个同学把自己的八字打出来。
[01:09:26] 有没有四个的？
[01:09:34] 我就随便发一个，就那个了。
[01:09:39] 好，你看，他前面三个这个已己巳是年，
[01:09:45] 丙子是月，庚申是日。
[01:09:48] 通常来说我们把这个的叫柱。
[01:09:52] 一柱的话包括了这个连的天根和连的地支，也就是一个画甲叫一柱。
[01:10:01] 第一个的话就叫连柱，所以像他这个叫连柱，叫几四，听懂没有？
[01:10:07] 那么年月日时总共能凑出四个柱板，这叫四柱。
[01:10:12] 每一注是两个字，总共八个字，是不是？
[01:10:16] 这叫四柱八字，是不是？
[01:10:18] 你看下面这个四柱八字，四柱八字就是这么来的。
[01:10:23] 好，那么你看这个壬戌它是什么柱？
[01:10:29] 年柱癸丑是月柱，丙午是日柱，丙申是时柱。
[01:10:35] 好，听懂了，打个一懂答案。
[01:10:42] 每柱的话由一个天干和一个地支组成。
[01:10:45] 那么这个壬戌是年柱的话，
[01:10:49] 这个壬就是连盖，虚就是连支，壬戌就是连柱。
[01:10:54] 那么这个丙申，丙是实干，身是实之，丙申是实柱。
[01:11:02] 好，这个概念搞清楚了。
[01:11:06] 好，那么有种顿命的方式，就是根据这个连柱来查纳音表。
[01:11:14] 好，大家记一下，你看这张表。
[01:11:23] 甲子乙丑海中金，也就是说你如果是甲子年乙丑年出生的话，你就是海中金命。
[01:11:31] 李宁丁卯年出生的话就是炉中活命。
[01:11:34] 所以你们经常如果有算命先生跟你说这个命那个命的话，
[01:11:40] 他都是从这套理论出来的。
[01:11:48] 这套理论在八字尊命中间和纳一论命也是非常牛逼的。
[01:11:56] 但是你们碰不到。
[01:11:57] 所以一帮的算命先生跟你说，
[01:12:00] 你是什么海中精密怎么样的话，你基本上就不要屌他了。
[01:12:11] 就是最业余的人是用这个算命，但是最牛逼的人也是用这个东西算命。
[01:12:22] 有的通过这个那音，尤其是盲派瞎子用这个比较厉害。
[01:12:28] 有一些水平比较厉害的，他通过纳音，比如说可以算了，
[01:12:33] 比如说家里兄弟姐妹几个排第几，几个男几个女的，几个活着的，几个死人。
[01:12:46] 这是非常牛逼的，
[01:12:52] 但是一般你们看待这种知识这个知识的话都不要去在意他。
[01:12:59] 网上还有种就是钠因和氢，比如说你如果是甲子林，甲子林是840，
[01:13:06] 一个是男，一个84年，一个是比如87年，那么就是一个是金命，一个是火命。
[01:13:14] 他说南金与火两个组合怎么不好，这些东西都都瞎扯啊不要管。
[01:13:23] 好。
[01:13:23] 如果想在这再想进一步看一下的话，
[01:13:28] 可以看一下这个基础课，填干这一块内容。
[01:13:33] 我们只是说把这个知识点都搞清楚一下。
[01:13:41] 好，关于这一点的话，就是今天天干这一块大概基本上有些概念的。
[01:13:59] 好，我们现在可以去总结一下，
[01:14:04] 我们到现在为止总共学了哪一些内容。
[01:14:09] 第一个五行。
[01:14:16] 好，这个时候你要会把。
[01:14:22] 是什么？
[01:14:30] 对吧？
[01:14:32] 第二地支有哪。
[01:14:38] 些？
[01:14:42] 以及对应的时间和在九宫的住置。
[01:14:50] 第三，九宫。
[01:14:53] 对。
[01:14:54] 应的八卦方位。
[01:15:05] 第四天干有哪些？
[01:15:11] 各自有什么特点？
[01:15:16] 性格还有香。
[01:15:22] 河。
[01:15:23] 好。
[01:15:23] 大家对照着。
[01:15:25] 我们现在学习的知识的大纲和以及掌握的内容，
[01:15:32] 然后看一下这四点是不是已经全部都掌握了，
[01:15:38] 花上几分钟花上几分钟的时间，五花个四分钟，四分钟时间，
[01:15:46] 然后把这里面说的每一条内容在脑海里面过一遍，
[01:15:50] 不要去看笔记，看你掌握了多少，好不好？
[01:15:54] 五星是什么？
[01:15:55] 你想着金水木火土深刻关系，
[01:15:58] 怎么可哪克哪个把每一个知识点全部给他回忆一遍，好吧。
[01:16:06] 到8点50啊。
[01:17:31] 扩制已经修复了，直播可以继续看的。
[01:19:38] 好了，过了一下，这个知识基本都没有问题。
[01:19:48] 新同学，还有知识。
[01:19:51] 盲点的话打个2.
[01:19:53] 都掌握的话打个一掌握的不熟练，
[01:19:58] 但是对照笔记可以搞定的话打个3。
[01:20:07] 没有关系，性格无所谓，那都可以。
[01:20:15] 除了天战的这个性格和相和，其他的话都已经，
[01:20:22] 其他的就是还有要看着笔记再打个3。
[01:20:30] 基本都掌握了，今天这边还不带手机，那也没有关系。
[01:20:36] 好，那么给大家一个激动人心的一个消息我们现在就开始
[01:20:44] 断气门了。
[01:20:52] 但是今天只是简单的过一下，感悟一下大体气门是什么样的状态，
[01:20:59] 是那个意思，你会觉得来的很很突然。
[01:21:04] 你要去其他地方学学启门的话，
[01:21:09] 首先可能一个可能最少花上几10个小时都在背各种各样的技础，
[01:21:15] 好大来看一下一个题门是什么样子的，
[01:21:19] 这就是一个奇闻局，奇闻的排行。
[01:21:24] 我们可以在我们的这个应用市场下载一家人这个app，
[01:21:32] 也可在我们的网站上下载那个网页顶
[01:21:40] 部有个硬盘排行，
[01:21:43] 这个排出来。
[01:21:44] 大概是。
[01:21:45] 这么个结构，我们看一下它分哪一分组成。
[01:21:49] 第一个就是上面的这个时间，根据工地时间，
[01:21:53] 根据工地时间会推算出农历和自助，顺便把一些其他的乱七八糟都推出来了。
[01:22:01] 这个什么意思？
[01:22:02] 你不都不用管它，这无所谓，反正排出来之后，
[01:22:06] 你唯独要留意一个信息，就是什么呢？
[01:22:09] 就是自助，看到没有？
[01:22:11] 用红字的抠空出来这个地方，然后下面的是主要的这个旁面，
[01:22:18] 旁边的话来看看这个东西，就这块我圆框空出，
[01:22:24] 空起来的，这里面有哪些东西是你认识的？
[01:22:29] 首先第一个九宫格是不。
[01:22:32] 是你认识的？
[01:22:34] 然后每个格子里面你看每个格子里面有五个字，外面有一个字。
[01:22:40] 看看右下角，我这里有个放大的，
[01:22:44] 请你告诉我右下角我放大出来的这个地方是什么工位。
[01:22:55] 钳工，很好好，
[01:22:58] 那你看这里面有五个字。
[01:23:08] 左边、中间和下面这两个字，还有外面这个字你是不都认识？
[01:23:16] 其实字是每个人都认识，但是在我们学习的内容之内，这三个字是不是就天干？
[01:23:24] 那么六个字你已经认识了三个了，说明你奇文已经学过一半了。
[01:23:34] 所以我们现在看一下它这个格子里道格分别由什么东西组成。
[01:23:40] 左边上面这个字看一看每一个公位里面，左边上面这个字这个叫神，
[01:23:48] 总共有八个，所以我们给他这个位置分类叫八神，
[01:23:54] 总共就这八个字。
[01:23:56] 伏舌阴六白玄地天，福射第一，从福开始，伏蛇阴六白玄地天。
[01:24:02] 不需要你记住，了解一下就行了。
[01:24:06] 左向下面的话有两个天盖，一个在上面，一个在下面，
[01:24:11] 所以上面的话叫天旁，就这个位置叫天旁，下面这部置叫地旁。
[01:24:18] 因为它是个天盖。
[01:24:20] 所以我们这个雾就它的这个物所在的位置叫天旁。
[01:24:26] 但是这个雾本身，我们可以说它是叫天旁盖。
[01:24:31] 天旁盖下面的这丙的话叫。
[01:24:35] 地旁盖。
[01:24:36] 外面这个字它隐藏在外面，所以叫井盖。
[01:24:42] 听懂了没？
[01:24:44] 然后右边两个字。
[01:24:46] 一个是九心，一个是八门。
[01:24:51] 具体的知识我们以后再讲，大概就笔记上记一下，就是它有这些东西组成的。
[01:24:59] 另外在四个角落，有一个角落随机会出现一个码字，这个叫一马心。
[01:25:06] 另外在一个工位或者两个工位随机会出现中间一个圈，这个圈叫空王。
[01:25:14] 但这个先不管，不计数期，我们只大概看一下这个。
[01:25:19] 奇门是。
[01:25:20] 个这样子的。
[01:25:21] 那么这个奇门的壮局预测是怎么样的一个基本的思路。
[01:25:27] 好，非常简单。
[01:25:29] 首先一般求策的话，我们以日干为这个求策人，
[01:25:34] 就是别人来算命的话，日干就是这个算命的人。
[01:25:39] 好，那么你看随机取出一个起出一个局，
[01:25:43] 按出时间是不是癸巳年、戊月、丁巳日、庚戌时。
[01:25:49] 注意这个时间不是说生日，而是问话的那个时间。
[01:25:55] 什么时候问你就用当下的时间来排个盘，
[01:25:59] 以当下的时间日干做以日干作为这一个求色人代表他的信息。
[01:26:06] 那么日干到哪里找呢？
[01:26:08] 记住只到天旁干找。
[01:26:10] 我们看看这个局里面日干是不是丁丁在天旁看的位置，
[01:26:17] 是不是在这个地方。
[01:26:19] 是不是在这里。
[01:26:20] 有的同学说这个坤宫这里有个丁，不好意思，
[01:26:25] 这个丁是在地旁干不算数，听懂了没有？
[01:26:28] 这耿宫外面有个丁，不好意思，他是引盖不算数，我们只认天旁盖，听懂了吗？
[01:26:35] 好，这个丁是不是在这个宫位？
[01:26:38] 这个宫位是什么宫位？
[01:26:42] 训很好。
[01:26:44] 好，一般来说以实干所在天王干的位置，这个宫位代表他所问的这件事。
[01:26:51] 实干是不是根？
[01:26:52] 大家看根在哪个位置，根是不是在这是什么宫位？
[01:26:58] 对，好好迅功属什么？
[01:27:04] 属木，对公。
[01:27:06] 属什么。
[01:27:09] 属金是不是我们简单的通过他这两个宫位的五行深刻关系来判断他一个大
[01:27:16] 方向的一个吉凶。
[01:27:18] 他是属木的，这个对公属金的金克木说明他他被这个事情所克。
[01:27:25] 很简单，他不管问什么事情，你就说这个事情不顺利，听懂了。
[01:27:31] 好，所以这样的话可能会存在几种情况，对比关系。
[01:27:37] 一个就是说好的就是实干深日本这个事情生这个人就事情很顺，
[01:27:45] 还有一个就是日干课时干，他能掌控这件事情，这是比较好的。
[01:27:51] 如果实干克日干或者日干生时干他就不好，时干克日干他到处都受到阻力。
[01:27:59] 日干生实干的话，他付出了很大的精力，但是回报率比较低，这是不好。
[01:28:05] 还有一般般的就是两个都是同样一个五行，两个都数图，
[01:28:10] 两个都数经两度分布，这种情况就比较一般，
[01:28:14] 然后再具体的定，听懂了没有？
[01:28:20] 这就是奇门断句的一个基本段法。
[01:28:24] 好比如说别人来找你起的这个局，说你看看我这个事情顺不顺利。
[01:28:31] 你说好，我算一卦100块钱，他说好给你一百。
[01:28:36] 然后你说实干课日干不顺，结束了，没了退钱。
[01:28:44] 没关系，我们下一节课再把钱挣回来。
[01:28:49] 好，今天就是讲到这里，我们主要是掌握了天干，
[01:28:56] 简单的了解一下一个奇闻句的基本结构和一个最最简单
[01:29:04] 的思路。
[01:29:05] 那么下节课我们在深一步进一步的分析情感总预测的，好吧。
[01:29:16] 好，这节课就到这里，
[01:29:18] 今天大家把天盖再熟悉一下，是不是学的很轻松？
[01:29:25] 是。
[01:29:28] 3个小时找我。
[01:29:30] 西门是吧？
[01:29:37] 如果是觉得这个知识量还不够，
[01:29:42] 是不是可以看这个把基础的看一看。
[01:29:52] 这个时间是刚刚好的，就是一个半小时是刚刚好，但2个小时就有有点累了。
[01:29:60] 这个知识量的话也是刚刚好，比较轻松。
[01:30:04] 咱们学习的就是有一点，有两点是大家注意的。
[01:30:12] 第一点就是一定要happy，一定要轻松，不要把学习的学的很辛苦。
[01:30:19] 如果学的很辛苦的话，你那个知识点不要去强求他，
[01:30:25] 反正你以后总会记住的。
[01:30:28] 你的理解是，所以你定要轻轻松松愉快的学，要求多。
[01:30:33] 第二个，这是最最重要的，不要盲目随便的往自己身上套。
[01:30:39] 易学的预测他最主要有一点，就是说他的吉凶好坏地方标准不一样的。
[01:30:45] 你像看才我们讲了天干是不是说了他的优点，说了他的缺点。
[01:30:50] 实际上优点和缺点他都是一码事，他都是同样一个性格，
[01:30:55] 无非是他的其他的因素，他的外部的环境，
[01:30:58] 他的这个性格在这个环境下他可能是个优点，在那个环境下实际上是个缺点。
[01:31:04] 所以你不要盲目的把他中间的好坏往自己身上套。
[01:31:08] 咱们学医学一定要站在一个客观中立的一个态度来看待医学。
[01:31:13] 我所说的一些好，所说的一些不好，只是为了让你们更加容易理解，
[01:31:19] 但是你们自己一定要要注意，不要轻易的带入进训的观念。
[01:31:27] 天战中乙的特点，我都花了那么大的时间和精力讲了，是不是？
[01:31:33] 再再回去再看看课件。
[01:31:36] 第二个讲的就是你们在上课吗？
[01:31:42] 可以。
[01:31:44] 想。
[01:31:44] 要轻松学习的，你看一下录像。
[01:31:49] 想要在这个深度了解一下的话，
[01:31:53] 可以看一下原老的录像，这个基础版的录像。
[01:31:59] 好，那么下节课我们就开始正式进入新蒙的实战，
[01:32:05] 上课的大体是这样给安排的。
[01:32:13] 咱们这一周是第一周，每一周四节课，
[01:32:20] 第一周这节课题蒙基础知识和基
[01:32:27] 本段法。
[01:32:36] 也就是明天这节课，
[01:32:39] 我们大概会深入的讲一下题目怎么预测，
[01:32:45] 第二周题门详细的预测过程，那么分别就是这种感情、
[01:32:53] 婚恋、事业、健康，大概是这样子的。
[01:32:58] 这个学完之后中间可能会停课一周。
[01:33:04] 这一周是给你一句实战，给你实战和掌握的这个时间，
[01:33:11] 学了之后你就去用去给原策。
[01:33:14] 然后第三周是详细
[01:33:22] 的高级预测。
[01:33:25] 知识。
[01:33:27] 第四周。
[01:33:32] 不及效力。
[01:33:36] 好，大体是这样的一个安排。
[01:33:53] 基本上你学了两周，你就可以去那个了。
[01:33:57] 咱们家的老学员也就学的第二课，学的第二周。
[01:34:11] 你这个后面的内容，后面讲到了再问。
[01:34:20] 好，同学们，今天的课程到这里，同学们再见。
[01:35:23] Okay.

========== 绗?4 闆?==========
[00:00:00] 不讲，但是辅导员他们知道的话，他们会愿意讲。
[00:00:09] 所以的话没有关系，你们最关键就是怎么呢？
[00:00:14] 有问题你不要随便的就在微信里面问。
[00:00:17] 因为第一个微信里面打字不方便。
[00:00:20] 第二个的话，你这个事情你一问马上就过去了也没有存档，也没有留。
[00:00:25] 有可能你自己都没看了也有可能很多同学都没有看到。
[00:00:30] 所以你但凡是有问题或者有局要分析，首先第一个你应该发到小组里面，
[00:00:36] 发到论坛上，这样的话就是这上面有记录，大家都会来分析。
[00:00:41] 然后我们会有官方的辅导员，包括我自己有可能会跟你们来分析。
[00:00:47] 如果在分析的过程中间，这个局确实出现一些问题的，
[00:00:52] 发现很多人都都不懂的，我们会把这个局，包括他中间的一些思路单独拿出来。
[00:00:59] 开课，扩制上，主到这个点com这个小组里，
[00:01:04] 所以你们尽量要在小组上留下东西，
[00:01:09] 也看别人留的东西，这样的话进步是最快的。
[00:01:13] 在小组上好处就是说你的放你的说的每一句话，
[00:01:18] 你不是说不不过老子就这么回事，
[00:01:22] 因为你发的话是始终留在这个地方的，从心态上来说，
[00:01:28] 你都会认真的分析，想清楚了然后才会说这句话。
[00:01:33] 这样的话你在面对这个局的时候，
[00:01:37] 你的精力更加投入，那么你获得的收益也会更多。
[00:01:43] 同样你在微信里同样的东西，哪怕我给你讲的更详细，你的吸收量会也会更少。
[00:01:50] 所以学习这东西不是别人给你灌输多少，是你能吸收多少，
[00:01:55] 保证一个什么样的一个状态，好，今天就到这里，今天这个局大家分析一下。
[00:02:03] 明天的话是因为周三不上课，
[00:02:06] 所以大家看一下回顾一下现在
[00:02:14] 的课程。
[00:02:15] 明天的话是因为这个夏至，所以练功，包括辟谷。
[00:02:21] 参加这个辟谷班的同学注意明天早上就不要吃饭了。
[00:02:30] 好，同学们，就这样，注游也上，
[00:02:36] 驻游的同学的话也可以参加比武，能喝水，
[00:02:40] 但是一天的话一般不超过两瓶矿泉水。
[00:03:08] 我说的是个大厅的。
[00:03:23] 就是你你不要死命惯，
[00:03:26] 正常喝水就行了，喝水不能大口喝。
[00:03:35] 不要加其他东西。
[00:03:39] 好，这个辟谷最关键的就是采气。
[00:03:43] 采气的有很多种方法，
[00:03:45] 但是一般的采气的方法比起我们的和气法来说都要低级很多，
[00:03:51] 所以和气法是个最高级的采气方法。
[00:03:54] 大家就是增加念合气法就好了。
[00:04:12] 晚上不要吃太多，也不要再不要吃宵夜了。
[00:04:22] 好，水果也不要吃，你也无你要试也无所谓，
[00:04:27] 反正要求也不太高。
[00:04:30] 全币的话只喝水什么都不合适。
[00:04:34] 棒币的话吃水果。
[00:04:37] 但是你们有的辟谷了之后，跟我们有次去山上，
[00:04:43] 然后他说了师傅生日是吧，大家辟谷是吧？
[00:04:47] 不吃饭，妈，结果过去的看那桌子上那个水果堆满了，从早到晚吃水果，
[00:04:55] 吃的比平时还多，水果就看到们没停过，
[00:04:60] 你要真的想有效果，真的达到闭口的效果。
[00:05:04] 你就什么都。
[00:05:05] 不不吃。
[00:05:16] 好。
[00:05:17] 那就这样。
[00:05:24] 我们暂时是定到3到7天。
[00:05:27] 根据大家的情况，短的一般来说53天到5天，
[00:05:32] 这都不叫闭谷，叫断食，七天以上才叫闭谷。
[00:05:47] 你们可以这样子的，有兴趣的明天第一天，
[00:05:51] 能坚持的话来个三天，我们也不做要求，好不好？
[00:05:56] 能坚持到那个的话，搞个七天，
[00:05:60] 搞个那个原来反正一年必估两次，但是最近两年没有闭估了。
[00:06:11] 不影响正常。
[00:06:13] 的工作。
[00:06:20] 感冒也不影响的，也可以，辟谷的感冒就好了，辟谷尤其治胃病效果最好。
[00:06:28] 好，饿了同学们再见。
[00:06:36] Okay.
[00:06:41] 我要自己闭，我们是有练功的。
[00:06:44] 好，就这样，拜拜。

========== 绗?10 闆?==========
[00:00:01] 第要做，对照着要来看，
[00:00:05] 昨天我们大概的初步的接触了一下这个奇门的条理
[00:00:13] 和布局。
[00:00:14] 调理其实和预测都是一回事，你要预测的准，
[00:00:23] 就是你测的不准，调理就要测的准，不代表你调理有效果。
[00:00:29] 但是你测不准的话，调理是肯定没效果，所以很重要。
[00:00:34] 但有的时候调理中间的一些基本的概念，在预测中间同样是适用。
[00:00:41] 所以像我们昨天说到的有一个情况，就是当四杆全坏的，
[00:00:48] 3杆3个都坏的时候，只有他一个是好的，那我是不是就把它拆掉？
[00:00:55] 这种的话就是关。
[00:00:59] 键信息或者我们。
[00:01:02] 叫太极点在预测各种各样预测中间，
[00:01:08] 包括峰值中间很重要的一个态极点的概念。
[00:01:11] 太极简就是这个地方它实际上是一个核心的关键。
[00:01:15] 所以我们每次就是你给为预测测这个事情，
[00:01:20] 你就是要能测出重心，就他这个问题到底核心关键点在哪里。
[00:01:26] 所以很多需要给备预测，这个地方也说一些，
[00:01:31] 那个地方也说一些，说的对吗？
[00:01:34] 说的都对，但是说的都没用，都没有对话。
[00:01:38] 是因为他关键他没有找到整个事情的一个太极点，
[00:01:42] 没有找到整个事情的一个核心关窍处，所以这点我们更加说关窍。
[00:01:53] 能找到关窍才代表你看到的问题的本质。
[00:01:58] 看到的问题的本质，你才有真正的对应的方法。
[00:02:03] 好，那么这里有几个条件。
[00:02:07] 第一，首先。
[00:02:08] 在四缸的体系下。
[00:02:19] 第一一好三坏。
[00:02:34] 二三坏啊，三好一坏，
[00:02:41] 三良好两坏，
[00:02:47] 四全好全坏。
[00:03:03] 好，首先来看上面三点。
[00:03:08] 第一种情况就是四缸里面一个好三个坏，
[00:03:14] 他的关窍点是哪一个？
[00:03:28] 太好的那。
[00:03:30] 个是吧。
[00:03:32] 三好一坏。
